,valid_from,tags_before,comments,changeset_id
9040,2023-10-19 23:28:48+00:00,{'highway': 'footway'},adding information,142840728
9075,2023-10-19 23:28:48+00:00,{'highway': 'footway'},adding information,142840728
6966,2023-10-19 23:28:48+00:00,{'highway': 'service'},adding information,142840728
6986,2023-10-19 23:28:48+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing'}",adding information,142840728
15594,2023-10-19 23:28:48+00:00,{'highway': 'footway'},adding information,142840728
15602,2023-10-19 23:28:48+00:00,{'highway': 'residential'},adding information,142840728
11023,2023-10-19 23:28:48+00:00,{'highway': 'service'},adding information,142840728
5574,2023-10-19 23:28:48+00:00,{'barrier': 'wall'},adding information,142840728
7020,2023-10-19 23:28:48+00:00,{'highway': 'service'},adding information,142840728
7021,2023-10-19 23:28:48+00:00,{'highway': 'service'},adding information,142840728
5604,2023-10-19 23:28:48+00:00,{'highway': 'footway'},adding information,142840728
12079,2023-10-19 23:28:48+00:00,"{'highway': 'secondary', 'name': 'Zərifə Əliyeva küçəsi', 'surface': 'asphalt', 'maxspeed': '40', 'lanes': '4', 'name:en': 'Kamo street', 'name:ru': 'улица Камо', 'lanes:backward': '2', 'name:hy': 'Կամոյի փողոց'}",adding information,142840728
3763,2023-10-19 23:28:48+00:00,"{'highway': 'bus_stop', 'public_transport': 'platform', 'bus': 'yes'}",adding information,142840728
3251,2023-10-19 23:28:48+00:00,"{'name': 'Maranata', 'name:en': 'Maranata', 'shop': 'electronics'}",adding information,142840728
10232,2023-10-19 23:28:48+00:00,"{'highway': 'residential', 'name': 'Ceyhun Hacıbəyli küçəsi', 'name:en': 'Tigran Mets 1st. deadlock', 'name:ru': '1-й тупик Тиграна Мец', 'name:hy': 'Տիգրան Մեծի 1-ն պկղ'}",adding information,142840728
3268,2023-10-19 23:28:48+00:00,"{'surface': 'asphalt', 'direction': 'both', 'traffic_calming': 'bump'}",adding information,142840728
14998,2023-10-19 23:28:48+00:00,"{'source': 'GPS, Bing', 'highway': 'secondary', 'name': 'Məhəmməd Əmin Rəsulzadə küçəsi', 'surface': 'asphalt', 'maxspeed': '50', 'lanes': '4', 'name:en': 'Tumanyan Avenue', 'name:ru': 'проспект Туманяна', 'lanes:backward': '2', 'turn:lanes:backward': 'left;through|through;right', 'name:hy': 'Թումանյան Պողոտա'}",adding information,142840728
15014,2023-10-19 23:28:48+00:00,{'highway': 'service'},adding information,142840728
912,2023-10-19 23:28:48+00:00,"{'name': '""SBS""', 'name:en': 'SBS', 'shop': 'houseware'}",adding information,142840728
7559,2023-10-19 23:28:48+00:00,"{'source': 'Bing', 'highway': 'residential', 'name': 'Şah İsmayil Xətaİ küçəsi', 'surface': 'asphalt', 'name:en': 'Khachatur Abovyan Street', 'name:ru': 'улица Хачатура Абовяна', 'name:hy': 'Խաչատուր Աբովյանի փողոց', 'name:az': 'Xaçatur Abovyan küçesi'}",adding information,142840728
7653,2023-10-19 23:28:48+00:00,{'highway': 'service'},adding information,142840728
7654,2023-10-19 23:28:48+00:00,"{'highway': 'service', 'surface': 'asphalt', 'living_street': 'yes'}",adding information,142840728
7667,2023-10-19 23:28:48+00:00,{'barrier': 'fence'},adding information,142840728
12098,2023-10-19 23:28:48+00:00,{'highway': 'footway'},adding information,142840728
3696,2023-10-19 23:28:48+00:00,"{'highway': 'crossing', 'crossing': 'marked'}",adding information,142840728
9653,2023-10-19 23:28:48+00:00,"{'highway': 'service', 'service': 'driveway'}",adding information,142840728
6835,2023-10-19 23:28:48+00:00,{'highway': 'service'},adding information,142840728
6855,2023-10-19 23:28:48+00:00,"{'name': 'Nuranlı Məhəlləsi', 'landuse': 'residential', 'place': 'neighbourhood', 'name:en': 'Nuranli', 'name:ru': 'квартал Норanli', 'name:hy': 'Նոր Արեշ'}",adding information,142840728
971,2023-10-19 23:28:48+00:00,"{'highway': 'crossing', 'crossing': 'traffic_signals'}",adding information,142840728
983,2023-10-19 23:28:48+00:00,{'barrier': 'gate'},adding information,142840728
987,2023-10-19 23:28:48+00:00,"{'highway': 'crossing', 'crossing': 'marked'}",adding information,142840728
8827,2023-10-19 23:28:48+00:00,"{'highway': 'track', 'tracktype': 'grade5'}",adding information,142840728
1590,2023-10-19 23:28:48+00:00,"{'highway': 'bus_stop', 'name': 'Ազատամարտիկների պողոտա (Ազատության հրապարակ)', 'name:en': 'Azatamartikneri Avenue (Liberty Square)', 'public_transport': 'platform', 'bus': 'yes', 'name:ru': 'проспект Азатамартикнери (Площадь Свободы)', 'shelter': 'yes', 'bench': 'yes', 'name:pl': 'Plac Wolności', 'name:hy': 'Ազատամարտիկների պողոտա (Ազատության հրապարակ)'}",adding information,142840728
6955,2023-10-19 23:28:48+00:00,"{'building': 'yes', 'building:levels': '2'}",adding information,142840728
10867,2023-10-19 23:28:48+00:00,{'highway': 'footway'},adding information,142840728
9663,2023-10-19 23:28:48+00:00,{'natural': 'wood'},adding information,142840728
9675,2023-10-19 23:28:48+00:00,"{'source': 'GPS, Bing', 'highway': 'secondary', 'name': 'Üzeyir Hacıbəyli küçəsi', 'surface': 'asphalt', 'maxspeed': '40', 'lanes': '4', 'name:en': 'Tigran Mets Avenue', 'sidewalk': 'both', 'name:ru': 'проспект Тиграна Меца', 'lanes:backward': '2', 'name:hy': 'Տիգրան Մեծի Պողոտա'}",adding information,142840728
9676,2023-10-19 23:28:48+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing'}",adding information,142840728
15641,2023-10-19 23:28:48+00:00,{'highway': 'service'},adding information,142840728
12324,2023-10-19 23:28:48+00:00,{'highway': 'footway'},adding information,142840728
12337,2023-10-19 23:28:48+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing'}",adding information,142840728
3420,2023-10-19 23:28:48+00:00,{'barrier': 'yes'},adding information,142840728
3425,2023-10-19 23:28:48+00:00,{'shop': 'convenience'},adding information,142840728
10352,2023-10-19 23:28:48+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing'}",adding information,142840728
7677,2023-10-19 23:28:48+00:00,"{'highway': 'living_street', 'surface': 'asphalt'}",adding information,142840728
7686,2023-10-19 23:28:48+00:00,"{'highway': 'living_street', 'name': 'Yusif Məmmədəliyev küçəsi', 'surface': 'asphalt'}",adding information,142840728
7694,2023-10-19 23:28:48+00:00,{'highway': 'footway'},adding information,142840728
15803,2023-10-19 23:28:48+00:00,"{'highway': 'service', 'name': 'Yusif Məmmədəliyev küçəsi', 'surface': 'asphalt'}",adding information,142840728
15808,2023-10-19 23:28:48+00:00,{'landuse': 'garages'},adding information,142840728
1624,2023-10-19 23:28:48+00:00,"{'surface': 'asphalt', 'direction': 'both', 'traffic_calming': 'bump'}",adding information,142840728
10313,2023-10-19 23:28:48+00:00,{'barrier': 'wall'},adding information,142840728
10325,2023-10-19 23:28:48+00:00,{'building': 'yes'},adding information,142840728
10337,2023-10-19 23:28:48+00:00,"{'highway': 'residential', 'name': 'Մհեր Մկրտչյանի փողոց', 'name:en': 'Mher Mkrtchyan street', 'name:ru': 'улица Мгера Мкртчяна', 'name:hy': 'Մհեր Մկրտչյանի փողոց'}",adding information,142840728
3538,2023-10-19 23:28:48+00:00,"{'tourism': 'artwork', 'artwork_type': 'sculpture'}",adding information,142840728
124,2023-10-19 23:28:48+00:00,{},adding information,142840728
161,2023-10-19 23:28:48+00:00,{'shop': 'greengrocer'},adding information,142840728
9678,2023-10-19 23:28:48+00:00,"{'highway': 'service', 'surface': 'asphalt', 'service': 'driveway'}",adding information,142840728
15652,2023-10-19 23:55:59+00:00,"{'highway': 'service', 'surface': 'asphalt'}",adding information,142841178
12153,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
15801,2023-10-19 23:55:59+00:00,{'highway': 'track'},adding information,142841178
5238,2023-10-19 23:55:59+00:00,"{'source': 'Bing', 'highway': 'tertiary', 'name': 'Ənvər Paşa Küçəsi', 'surface': 'asphalt', 'maxspeed': '40', 'lanes': '2'}",adding information,142841178
14969,2023-10-19 23:55:59+00:00,"{'highway': 'footway', 'layer': '1', 'bridge': 'yes'}",adding information,142841178
5312,2023-10-19 23:55:59+00:00,"{'highway': 'residential', 'name': 'Xan Şüşinski Küçəsi', 'name:en': 'Leo street', 'name:ru': 'улица Лео', 'name:hy': 'Լեոյի փողոց'}",adding information,142841178
14934,2023-10-19 23:55:59+00:00,"{'source': 'Bing', 'highway': 'primary', 'surface': 'asphalt', 'junction': 'roundabout'}",adding information,142841178
8777,2023-10-19 23:55:59+00:00,{'amenity': 'school'},adding information,142841178
10863,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
10748,2023-10-19 23:55:59+00:00,"{'highway': 'primary', 'surface': 'asphalt', 'oneway': 'yes'}",adding information,142841178
1059,2023-10-19 23:55:59+00:00,"{'public_transport': 'stop_position', 'bus': 'yes'}",adding information,142841178
14894,2023-10-19 23:55:59+00:00,"{'highway': 'footway', 'surface': 'asphalt'}",adding information,142841178
10751,2023-10-19 23:55:59+00:00,{'landuse': 'grass'},adding information,142841178
8780,2023-10-19 23:55:59+00:00,{'highway': 'living_street'},adding information,142841178
15000,2023-10-19 23:55:59+00:00,{'natural': 'wood'},adding information,142841178
14159,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
9451,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
14232,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
920,2023-10-19 23:55:59+00:00,"{'public_transport': 'stop_position', 'bus': 'yes'}",adding information,142841178
10090,2023-10-19 23:55:59+00:00,{'highway': 'living_street'},adding information,142841178
1890,2023-10-19 23:55:59+00:00,{'barrier': 'gate'},adding information,142841178
7437,2023-10-19 23:55:59+00:00,"{'highway': 'service', 'service': 'driveway'}",adding information,142841178
7441,2023-10-19 23:55:59+00:00,{'natural': 'wood'},adding information,142841178
9437,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
2002,2023-10-19 23:55:59+00:00,"{'highway': 'crossing', 'crossing': 'unmarked'}",adding information,142841178
14087,2023-10-19 23:55:59+00:00,"{'source': 'Bing', 'highway': 'residential', 'name': 'Zeynalabdin Tağıyev küçəsi', 'surface': 'asphalt', 'maxspeed': '30', 'name:en': 'Grigor Lusavorich street', 'name:ru': 'улица Григора Лусаворича', 'name:hy': 'Գրիգոր Լուսավորիչի փողոց'}",adding information,142841178
14995,2023-10-19 23:55:59+00:00,"{'name': 'Həbibli məhəlləsi', 'landuse': 'residential', 'place': 'neighbourhood', 'name:en': 'Habibli'}",adding information,142841178
8744,2023-10-19 23:55:59+00:00,"{'barrier': 'wall', 'area': 'yes'}",adding information,142841178
4369,2023-10-19 23:55:59+00:00,"{'public_transport': 'stop_position', 'bus': 'yes'}",adding information,142841178
10114,2023-10-19 23:55:59+00:00,"{'highway': 'footway', 'crossing': 'uncontrolled', 'footway': 'crossing', 'crossing:markings': 'yes'}",adding information,142841178
8632,2023-10-19 23:55:59+00:00,"{'highway': 'residential', 'name': 'Տեր-Գաբրիելյան փողոց', 'name:en': 'Ter-Gabrielyan street', 'name:ru': 'улица Тер-Габриеляна', 'name:hy': 'Տեր-Գաբրիելյան փողոց'}",adding information,142841178
13955,2023-10-19 23:55:59+00:00,"{'source': 'Bing', 'highway': 'residential'}",adding information,142841178
8340,2023-10-19 23:55:59+00:00,{'landuse': 'grass'},adding information,142841178
9463,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
770,2023-10-19 23:55:59+00:00,"{'barrier': 'gate', 'access': 'private'}",adding information,142841178
9939,2023-10-19 23:55:59+00:00,"{'source': 'Bing', 'highway': 'living_street', 'surface': 'asphalt'}",adding information,142841178
11333,2023-10-19 23:55:59+00:00,"{'source': 'Bing', 'highway': 'residential', 'name': 'Hacı Zeynalabdin Tağıyev Küçəsi', 'maxspeed': '20', 'name:en': 'Israyel Ori street', 'name:ru': 'улица Исраела Ори', 'name:hy': 'Իսրայել Օրի փողոց'}",adding information,142841178
11423,2023-10-19 23:55:59+00:00,"{'highway': 'residential', 'name': 'Գրիքոր Լուսավորչի փողոց', 'maxspeed': '30', 'name:en': 'Grigor Lusavorich street', 'name:ru': 'улица Григора Лусаворича', 'name:hy': 'Գրիքոր Լուսավորչի փողոց'}",adding information,142841178
2203,2023-10-19 23:55:59+00:00,"{'addr:housenumber': '26/9', 'addr:street': 'Թևոսյան փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142841178
7454,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
7461,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
6028,2023-10-19 23:55:59+00:00,"{'highway': 'steps', 'incline': 'down'}",adding information,142841178
10630,2023-10-19 23:55:59+00:00,"{'source': 'Bing', 'highway': 'residential'}",adding information,142841178
5359,2023-10-19 23:55:59+00:00,"{'barrier': 'wall', 'height': '2.5', 'wall': 'brick'}",adding information,142841178
8846,2023-10-19 23:55:59+00:00,"{'highway': 'footway', 'tunnel': 'building_passage'}",adding information,142841178
1552,2023-10-19 23:55:59+00:00,"{'highway': 'bus_stop', 'public_transport': 'platform', 'bus': 'yes'}",adding information,142841178
13499,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
9459,2023-10-19 23:55:59+00:00,"{'highway': 'footway', 'surface': 'asphalt'}",adding information,142841178
4170,2023-10-19 23:55:59+00:00,"{'addr:housenumber': '4', 'addr:street': 'Արթուր Մկրտչյան փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142841178
7262,2023-10-19 23:55:59+00:00,"{'source': 'Bing', 'highway': 'residential', 'name': 'Xan Şüşinski Küçəsi', 'maxspeed:practical': '30'}",adding information,142841178
7272,2023-10-19 23:55:59+00:00,"{'highway': 'residential', 'name': 'Fərhad Atakişiyev Küçəsi', 'name:en': 'Hrant Galstyan street', 'name:ru': 'улица Гранта Галстяна', 'name:hy': 'Հրանտ Գալստյան փողոց'}",adding information,142841178
8863,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
13445,2023-10-19 23:55:59+00:00,"{'highway': 'footway', 'surface': 'asphalt'}",adding information,142841178
6820,2023-10-19 23:55:59+00:00,"{'highway': 'service', 'service': 'driveway'}",adding information,142841178
6805,2023-10-19 23:55:59+00:00,"{'source': 'Bing', 'highway': 'tertiary', 'name': 'Ənvər Paşa Küçəsi', 'surface': 'asphalt', 'maxspeed': '40', 'lanes': '2', 'name:en': 'Vagharsh Vagharshyan street', 'name:ru': 'улица Вагарша Вагаршяна', 'name:hy': 'Վաղարշ Վաղարշյան փողոց'}",adding information,142841178
6097,2023-10-19 23:55:59+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing'}",adding information,142841178
8865,2023-10-19 23:55:59+00:00,"{'highway': 'service', 'surface': 'asphalt', 'tunnel': 'building_passage', 'covered': 'yes'}",adding information,142841178
10839,2023-10-19 23:55:59+00:00,"{'source': 'Bing', 'highway': 'primary', 'surface': 'asphalt', 'junction': 'roundabout'}",adding information,142841178
10814,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
11510,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
4112,2023-10-19 23:55:59+00:00,"{'highway': 'crossing', 'crossing': 'marked'}",adding information,142841178
8201,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
8197,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
13441,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
15600,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
15561,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
6772,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
10765,2023-10-19 23:55:59+00:00,{'landuse': 'construction'},adding information,142841178
8095,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
8100,2023-10-19 23:55:59+00:00,"{'highway': 'living_street', 'name': 'Məhəmməd Əmin Rəsulzadə küçəsi', 'name:en': 'Kamo 2nd backstreet', 'name:ru': '2-й переулок Камо', 'name:hy': 'Կամոյի 2-րդ նրբանցք'}",adding information,142841178
12791,2023-10-19 23:55:59+00:00,{'highway': 'living_street'},adding information,142841178
688,2023-10-19 23:55:59+00:00,"{'highway': 'bus_stop', 'public_transport': 'platform', 'bus': 'yes'}",adding information,142841178
693,2023-10-19 23:55:59+00:00,"{'highway': 'give_way', 'direction': 'backward'}",adding information,142841178
5381,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
14853,2023-10-19 23:55:59+00:00,"{'highway': 'service', 'name': 'Ənvər Paşa Küçəsi'}",adding information,142841178
15543,2023-10-19 23:55:59+00:00,"{'landuse': 'residential', 'name:en': 'Karabakh district', 'name:ru': '""Арцах"" микрорайон', 'name:hy': 'Արցախ թաղամաս'}",adding information,142841178
6130,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
15544,2023-10-19 23:55:59+00:00,{'highway': 'living_street'},adding information,142841178
6131,2023-10-19 23:55:59+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing'}",adding information,142841178
11532,2023-10-19 23:55:59+00:00,"{'highway': 'service', 'surface': 'asphalt'}",adding information,142841178
5474,2023-10-19 23:55:59+00:00,{'natural': 'wood'},adding information,142841178
2612,2023-10-19 23:55:59+00:00,"{'name': 'Marqaryan Dentist Clinic', 'amenity': 'dentist'}",adding information,142841178
4055,2023-10-19 23:55:59+00:00,"{'name': '""VLV Electronics""', 'shop': 'electronics', 'website': 'https://www.vlv.am/', 'email': 'info@vlv.am', 'payment:cash': 'yes'}",adding information,142841178
10175,2023-10-19 23:55:59+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing'}",adding information,142841178
15563,2023-10-19 23:55:59+00:00,"{'highway': 'residential', 'name': 'Փիրումյան փողոց 3-րդ փակուղի', 'name:en': 'Pirumyan street 3rd deadlock', 'name:ru': '3-й тупик  Пирумяна', 'name:hy': 'Փիրումյան փողոց 2-րդ փակուղի'}",adding information,142841178
15533,2023-10-19 23:55:59+00:00,"{'highway': 'residential', 'name': 'Mirzə Ələkbər Sabir Küçəsi', 'name:en': 'Gevorg Chavush street', 'name:ru': 'улица Геворга Чавуша', 'name:hy': 'Գևորգ Չավուշի փողոց'}",adding information,142841178
9525,2023-10-19 23:55:59+00:00,{'building': 'construction'},adding information,142841178
6143,2023-10-19 23:55:59+00:00,{'highway': 'residential'},adding information,142841178
10730,2023-10-19 23:55:59+00:00,"{'highway': 'residential', 'name': 'Հրանտ Գալստյան փողոց', 'name:en': 'Hrant Galstyan street', 'name:ru': 'улица Гранта Галстяна', 'name:hy': 'Հրանտ Գալստյան փողոց'}",adding information,142841178
7529,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
12847,2023-10-19 23:55:59+00:00,"{'name': 'Kərkicahan', 'landuse': 'residential', 'place': 'neighbourhood', 'name:en': 'Karkijahan', 'name:az': 'Kərkicahan'}",adding information,142841178
8123,2023-10-19 23:55:59+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing'}",adding information,142841178
10071,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
14821,2023-10-19 23:55:59+00:00,"{'highway': 'residential', 'name': 'Xurşidbanu Natəvan Küçəsi', 'surface': 'asphalt', 'name:en': 'Tevosyan 2nd deadlock', 'name:ru': '2-й тупик Тевосяна', 'name:hy': 'Թևոսյան 2-րդ փակուղի', 'maxspeed:practical': '30'}",adding information,142841178
6770,2023-10-19 23:55:59+00:00,"{'source': 'Bing', 'highway': 'tertiary', 'name': 'Zeynalabdin Tağıyev küçəsi', 'surface': 'asphalt', 'oneway': 'yes', 'maxspeed': '40', 'lanes': '2', 'name:en': 'Grigor Lusavorich street', 'name:ru': 'улица Григора Лусаворича', 'turn:lanes': 'left;through|through;right', 'name:hy': 'Գրիքոր Լուսավորչի փողոց'}",adding information,142841178
6314,2023-10-19 23:55:59+00:00,"{'highway': 'service', 'service': 'driveway'}",adding information,142841178
5576,2023-10-19 23:55:59+00:00,{'highway': 'steps'},adding information,142841178
15627,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
8085,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
12726,2023-10-19 23:55:59+00:00,{'leisure': 'park'},adding information,142841178
394,2023-10-19 23:55:59+00:00,{},adding information,142841178
3822,2023-10-19 23:55:59+00:00,"{'public_transport': 'stop_position', 'bus': 'yes'}",adding information,142841178
12691,2023-10-19 23:55:59+00:00,{'building': 'garage'},adding information,142841178
12792,2023-10-19 23:55:59+00:00,"{'source': 'Bing', 'highway': 'primary', 'surface': 'asphalt', 'junction': 'roundabout'}",adding information,142841178
12773,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
12774,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
2963,2023-10-19 23:55:59+00:00,"{'highway': 'crossing', 'crossing': 'marked'}",adding information,142841178
2971,2023-10-19 23:55:59+00:00,"{'highway': 'bus_stop', 'name': 'Վազգեն Սարգսյանի փողոց', 'name:en': 'Vazgen Sargsyan street', 'public_transport': 'platform', 'bus': 'yes', 'name:ru': 'улица Вазгена Саркисяна', 'name:hy': 'Վազգեն Սարգսյանի փողոց'}",adding information,142841178
5444,2023-10-19 23:55:59+00:00,{'highway': 'steps'},adding information,142841178
9537,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
9555,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
15555,2023-10-19 23:55:59+00:00,{'highway': 'living_street'},adding information,142841178
12613,2023-10-19 23:55:59+00:00,"{'source': 'Bing', 'highway': 'residential', 'name': 'Məhəmməd Şəhriyar Küçəsi'}",adding information,142841178
15601,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
15628,2023-10-19 23:55:59+00:00,"{'highway': 'service', 'service': 'driveway'}",adding information,142841178
9558,2023-10-19 23:55:59+00:00,"{'highway': 'residential', 'name': 'Հրանտ Գալստյան փողոց', 'name:en': 'Hrant Galstyan street', 'name:ru': 'улица Гранта Галстяна', 'name:hy': 'Հրանտ Գալստյան փողոց'}",adding information,142841178
15626,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
12089,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
6684,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
6704,2023-10-19 23:55:59+00:00,{'highway': 'service'},adding information,142841178
6728,2023-10-19 23:55:59+00:00,"{'source': 'GPS, survey, Bing', 'highway': 'tertiary', 'name': 'Հրանտ Գալստյան փողոց', 'foot': 'yes', 'name:en': 'Hrant Galstyan street', 'name:ru': 'улица Гранта Галстяна', 'name:hy': 'Հրանտ Գալստյան փողոց'}",adding information,142841178
12086,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
10793,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
3296,2023-10-19 23:55:59+00:00,"{'highway': 'give_way', 'direction': 'forward'}",adding information,142841178
7556,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
3254,2023-10-19 23:55:59+00:00,"{'public_transport': 'stop_position', 'bus': 'yes'}",adding information,142841178
3241,2023-10-19 23:55:59+00:00,"{'name': 'Mia', 'shop': 'shoes'}",adding information,142841178
12045,2023-10-19 23:55:59+00:00,"{'highway': 'residential', 'surface': 'asphalt', 'oneway': 'no', 'lanes': '2'}",adding information,142841178
6685,2023-10-19 23:55:59+00:00,"{'highway': 'primary', 'surface': 'asphalt', 'oneway': 'yes'}",adding information,142841178
12175,2023-10-19 23:55:59+00:00,{'highway': 'footway'},adding information,142841178
12129,2023-10-19 23:55:59+00:00,"{'name': 'mini stadium', 'surface': 'paved', 'access': 'yes', 'leisure': 'pitch', 'sport': 'soccer'}",adding information,142841178
7316,2023-10-20 00:00:32+00:00,"{'highway': 'residential', 'name': 'Ա. Առաքելյան 1-ին փակուղի', 'name:en': 'A. Arackelyan 1st deadlock', 'name:ru': '1-й тупик А. Аракеляна', 'name:hy': 'Ա. Առաքելյան 1-ին փակուղի'}",adding information,142841333
978,2023-10-20 00:00:32+00:00,{'natural': 'tree'},adding information,142841333
13509,2023-10-20 00:00:32+00:00,{'highway': 'footway'},adding information,142841333
6126,2023-10-20 00:00:32+00:00,"{'highway': 'residential', 'surface': 'asphalt', 'maxspeed': '40', 'lanes': '2', 'name:en': 'Mareta Shahinyan street', 'name:ru': 'улица Мареты Шагинян', 'name:hy': 'Մարետա Շահինյան փողոց'}",adding information,142841333
9531,2023-10-20 00:00:32+00:00,"{'highway': 'residential', 'name': 'Փետրվարի 20-ի փող', 'name:en': '20th February street', 'name:ru': 'улица 20 Февраля', 'name:hy': 'Փետրվարի 20-ի փող'}",adding information,142841333
7274,2023-10-20 00:00:32+00:00,"{'highway': 'residential', 'name': 'Աշոտ Հովհաննիսյան փողոց', 'name:en': 'Ashot Hovhannisyan street', 'name:ru': 'улица Ашота Оганнисяна'}",adding information,142841333
5470,2023-10-20 00:00:32+00:00,"{'source': 'Bing', 'highway': 'residential', 'name': 'Şirin Mirzəyev küçəsi', 'surface': 'asphalt', 'maxspeed': '20', 'lanes': '2', 'name:en': 'Sakharov street', 'name:ru': 'улица Сахарова', 'name:hy': 'Սախարովի փողոց'}",adding information,142841333
15799,2023-10-20 00:00:32+00:00,"{'amenity': 'school', 'name:en': 'School No 2', 'phone': '+374 47 94 05 29', 'name:ru': 'Школа № 2', 'name:hy': 'Դպրոց թիվ 2'}",adding information,142841333
9667,2023-10-20 00:00:32+00:00,"{'name': '11 nömrəli məktəb', 'amenity': 'school', 'name:en': 'School No 11', 'phone': '+374 47 95 09 71', 'name:ru': 'Школа № 11', 'name:hy': 'Դպրոց թիվ 11'}",adding information,142841333
12765,2023-10-20 00:03:52+00:00,{'landuse': 'industrial'},adding information,142841643
6981,2023-10-20 00:03:52+00:00,"{'name': 'Qarqarçay', 'waterway': 'river', 'layer': '-1', 'name:en': 'Vararakn', 'tunnel': 'yes', 'name:ru': 'Вараракн', 'int_name': 'Vararakn', 'name:hy': 'Վարարակն'}",adding information,142841643
2004,2023-10-20 00:03:52+00:00,"{'name': 'Xankəndi Sağlamlıq Mərkəzi', 'amenity': 'hospital', 'name:en': 'State Medical Centre', 'emergency': 'yes', 'name:ru': 'Республиканский медицинский центр', 'healthcare': 'hospital', 'name:hy': 'Հանրապետական բժշկական կենտրոն'}",adding information,142841643
10135,2023-10-20 00:03:52+00:00,"{'amenity': 'hospital', 'healthcare': 'hospital'}",adding information,142841643
7672,2023-10-20 00:03:52+00:00,"{'building': 'hospital', 'addr:housenumber': '9', 'addr:street': 'Բաղրամյան փողոց', 'name': 'Xankəndi Dövlət Xəstəxanası', 'addr:city': 'Ստեփանակերտ', 'building:levels': '5', 'name:en': 'State Hospital', 'name:ru': 'Республиканская Больница', 'name:hy': 'Հանրապետական բժշկական կենտրոն'}",adding information,142841643
9693,2023-10-20 00:14:15+00:00,{'highway': 'footway'},adding information,142842347
7708,2023-10-20 00:14:15+00:00,{'highway': 'service'},adding information,142842347
3523,2023-10-20 00:14:15+00:00,"{'highway': 'bus_stop', 'name': 'Ալեքսեյ Հեքիմյան փողոց (Սուրբ Հակոբ եկեղեցի)', 'name:en': 'Aleksey Hekimyan str (St Hakob Church)', 'public_transport': 'platform', 'bus': 'yes', 'name:ru': 'улица Алексея Экимяна (Церковь Св. Акопа)', 'shelter': 'yes', 'bench': 'yes', 'name:hy': 'Ալեքսեյ Հեքիմյան փողոց (Սուրբ Հակոբ եկեղեցի)'}",adding information,142842347
